name,rating,total num ratings,popularity,distance,veracity,category,station_id
Alecrim aos Molhos,7.7,8,0.9313916680798145,648,5,Coffee Shop,115
Sala de Alunos AEFML,N/A,{},0.9494093041659601,364,4,Breakfast Spot,115
Secretária Hsm,N/A,{},0.9196060143575829,365,3,Hospital,115
Bom de Veras,7.3,12,0.027075914306709626,611,4,Portuguese Restaurant,115
Serviço de Cirurgia 2,N/A,{},0.8963738624159177,384,3,Hospital,115
Cantinbar - HSM,N/A,{},0.0453620484992369,390,2,Snack Place,115
Estátua Egas Moniz,N/A,{},0.8507009213724492,399,2,Public Art,115
Sushi @home,7.5,10,0.9204680345938613,688,4,Sushi Restaurant,115
Aula Magna,8.5,127,0.986900118704426,785,4,Concert Hall,115
Baía dos Golfinhos,8.6,75,0.9266717539992086,795,4,Zoo Exhibit,115
Shushicome,N/A,{},0.08158102990221017,422,2,Sushi Restaurant,115
Restaurante Santa Maria,7.0,29,0.9635549149284948,624,5,BBQ Joint,115
Sport Futebol Palmense,5.6,33,0.8713470126052795,444,4,Soccer Stadium,115
Clube de Ténis das Laranjeiras,N/A,{},0.8892092024193092,448,4,Tennis Court,115
Loja NOS,6.7,2,0.017508902831948447,608,4,"Electronics Store, Mobile Phone Store",115
Sol Nascente,7.3,8,0.9341049121021988,715,3,Chinese Restaurant,115
Reptilário,8.2,19,0.9703238935051721,834,4,"Amusement Park, Exhibit",115
Girafa-de-angola,7.8,9,0.9426827200271325,796,3,Zoo Exhibit,115
Treco Lareco,N/A,{},0.7614606296987169,480,4,Portuguese Restaurant,115
Embassy of the United States of America (Embaixada dos Estados Unidos),N/A,{},0.9530410943417557,481,4,Embassy or Consulate,115
Namouche Estúdios,N/A,{},0.8895059634842575,481,4,Music Venue,115
100 Montaditos,7.7,111,0.9746339946865638,32,4,Tapas Restaurant,116
Jardim do Arco do Cego,8.3,158,0.9887796054490984,72,5,"Garden, Park, Dog Park",116
Italy Lisbona Caffé,8.6,272,0.9836498784692782,127,5,"Italian Restaurant, Pizzeria",116
A Padaria Portuguesa,8.1,325,0.905107116612967,122,5,Bakery,116
The Green Affair,8.8,50,0.9694336103103273,159,5,Vegan and Vegetarian Restaurant,116
À Parte,8.9,413,0.9448024419196202,178,5,"Seafood Restaurant, Portuguese Restaurant",116
La Fabrica,8.5,13,0.864182352608671,182,4,Ice Cream Parlor,116
Gula's For Kitchen Lovers,8.5,47,0.9510485557628172,224,5,Restaurant,116
Pastelaria Versailles,8.6,610,0.9866881465151772,243,5,"Pastry Shop, Café",116
Galeto,8.1,320,0.994601774913798,221,5,"Portuguese Restaurant, Café",116
Passage to India,7.7,81,0.8669803855067548,194,5,Indian Restaurant,116
Rialva,7.3,75,0.9693912158724776,161,4,"Restaurant, Café",116
Bingo do Clube de Futebol «Os Belenenses»,7.4,45,0.953620484992369,173,4,Casino,116
Praça Duque de Saldanha,8.8,220,0.9871968797693742,268,4,Plaza,116
Block House,8.4,79,0.975213385337177,258,4,Steakhouse,116
Mãe Restaurante,7.6,14,0.8722231643208411,204,4,Restaurant,116
Açúcar & Canela,7.0,91,0.9436860550562433,147,5,Dessert Shop,116
Frankie,8.0,71,0.9310383810977333,250,4,Hot Dog Joint,116
Don Costini (Saldanha),6.6,86,0.39083432253688316,110,4,"Burger Joint, Italian Restaurant, Pizzeria",116
Champanheria Do Largo 2,7.6,11,0.6218698773387599,220,3,Tapas Restaurant,116
Honorato Hambúrgueres Artesanais,8.0,229,0.9556695494884404,257,3,Burger Joint,116
Choupana Caffe,8.7,978,0.9889774461590639,299,5,Café,116
Cervetoria,7.9,56,0.9249053190888022,274,5,Pub,116
À Parte Grill,6.8,26,0.7965773557175965,177,4,Bistro,116
Deja Vu Plaza Quiosque,7.0,16,0.9758351704256402,203,3,"Café, Cocktail Bar",116
Cento e Quatro º,7.8,8,0.1443389293991295,292,4,Salad Restaurant,116
LX Brewery,7.2,8,0.9236900118704426,248,2,Brewery,116
Jardim da Casa da Moeda,7.5,19,0.9535498275959527,277,4,"Garden, Dog Park, Playground",116
Leitaria Vilhena,7.1,12,0.4548075292521621,232,4,Portuguese Restaurant,116
SushiCorner by SushiCafé,7.8,47,0.8921626815895088,321,4,"Sushi Restaurant, Japanese Restaurant, Asian Restaurant",116
Fnac,7.5,0,0.9235628285568933,291,4,"Electronics Store, Bookstore",116
Espaço Nimas,8.9,52,0.9618167429766548,389,4,"Indie Movie Theater, Movie Theater",116
A Padaria Portuguesa,7.8,33,0.9385845910349896,330,4,Bakery,116
Acento,7.6,8,0.976612401786219,327,5,Coffee Shop,116
Noori Sushi,7.5,26,0.8868633768582895,314,3,"Sushi Restaurant, Japanese Restaurant",116
O Rei da Pescada,6.0,12,0.9559097846362558,148,4,Restaurant,116
Zara,8.1,29,0.9788734384715392,373,4,Clothing Store,116
Imprensa Nacional Casa da Moeda,6.2,10,0.939008535413487,175,4,Bookstore,116
Wok to Walk,7.3,16,0.8778474930755752,321,3,"Noodle Restaurant, Asian Restaurant",116
Rivers Restaurante,7.3,8,0.23182691764173874,328,3,Italian Restaurant,116
Flying Tiger Copenhagen,7.3,12,0.6351675993442993,333,4,Gift Store,116
Espiral,7.9,34,0.8690718444406761,395,5,Vegan and Vegetarian Restaurant,116
H3 Hambúrguer Gourmet,7.2,37,0.8904386411169521,327,4,Burger Joint,116
Loja NOS,6.1,9,0.9812051325532757,199,4,"Electronics Store, Mobile Phone Store",116
McDonald's,6.3,226,0.994432197162399,221,5,Fast Food Restaurant,116
FNAC Connect,7.3,12,0.9786190718444406,342,3,Electronics Store,116
Pastelaria Sequeira,6.5,45,0.9815160250975072,241,4,Bakery,116
Restaurante Zaafran,8.2,241,0.9265304392063761,427,5,Indian Restaurant,116
Colina,8.5,112,0.9701260527952066,452,5,Restaurant,116
Livraria Almedina,7.1,21,0.9777994460460121,337,4,Bookstore,116
Pastelaria Versailles,8.6,610,0.9866881465151772,478,5,"Pastry Shop, Café",117
Galeto,8.1,320,0.994601774913798,506,5,"Portuguese Restaurant, Café",117
Praça Duque de Saldanha,8.8,220,0.9871968797693742,554,4,Plaza,117
The Green Affair,8.8,50,0.9694336103103273,561,5,Vegan and Vegetarian Restaurant,117
Zara,8.1,29,0.9788734384715392,524,4,Clothing Store,117
A Padaria Portuguesa,7.8,33,0.9385845910349896,519,4,Bakery,117
Italy Lisbona Caffé,8.6,272,0.9836498784692782,593,5,"Italian Restaurant, Pizzeria",117
Block House,8.4,79,0.975213385337177,588,4,Steakhouse,117
Konceito,7.7,35,0.851082471313097,537,4,Indian Restaurant,117
Noori Sushi,7.5,26,0.8868633768582895,518,3,"Sushi Restaurant, Japanese Restaurant",117
Wok to Walk,7.3,16,0.8778474930755752,494,3,"Noodle Restaurant, Asian Restaurant",117
Rivers Restaurante,7.3,8,0.23182691764173874,502,3,Italian Restaurant,117
Cento e Quatro º,7.8,8,0.1443389293991295,572,4,Salad Restaurant,117
A Padaria Portuguesa,8.1,325,0.905107116612967,597,5,Bakery,117
H3 Hambúrguer Gourmet,7.2,37,0.8904386411169521,517,4,Burger Joint,117
SushiCorner by SushiCafé,7.8,47,0.8921626815895088,589,4,"Sushi Restaurant, Japanese Restaurant, Asian Restaurant",117
Il Giardinetto,8.1,58,0.9864620428466452,626,5,Italian Restaurant,117
Flying Tiger Copenhagen,7.3,12,0.6351675993442993,543,4,Gift Store,117
Pastelaria Baloiço 5,7.6,14,0.9173873721101125,589,4,Bakery,117
Hamburgueria do Bairro,7.5,342,0.917076479565881,572,5,Burger Joint,117
Centro Clínico do SAMS,7.8,36,0.9832118026114973,617,4,Medical Center,117
Honorato Hambúrgueres Artesanais,8.0,229,0.9556695494884404,637,3,Burger Joint,117
Bingo do Clube de Futebol «Os Belenenses»,7.4,45,0.953620484992369,585,4,Casino,117
Fogo,8.0,15,0.9067887626476739,662,5,"Portuguese Restaurant, BBQ Joint",117
Teatro Aberto,8.1,34,0.9220648917528687,680,4,Theater,117
À Parte,8.9,413,0.9448024419196202,726,5,"Seafood Restaurant, Portuguese Restaurant",117
Mercado 31 de Janeiro,7.9,51,0.9973856763325984,674,5,Market,117
Bertrand,6.8,10,0.18898027245492058,531,3,Bookstore,117
Pastelaria Sequeira,6.5,45,0.9815160250975072,478,4,Bakery,117
Passage to India,7.7,81,0.8669803855067548,654,5,Indian Restaurant,117
Livraria Almedina,7.1,21,0.9777994460460121,591,4,Bookstore,117
Espaço Medeia,6.7,16,0.46366796676276073,532,3,"Video Store, Internet Cafe, Burger Joint",117
Fontana Bar & Lounge,8.4,17,0.9933723362161551,733,4,Hotel Bar,117
Champanheria Do Largo 2,7.6,11,0.6218698773387599,660,3,Tapas Restaurant,117
FNAC Connect,7.3,12,0.9786190718444406,621,3,Electronics Store,117
@ Cinema,6.9,61,0.21650839409869424,586,3,Movie Theater,117
McDonald's,6.3,226,0.994432197162399,500,5,Fast Food Restaurant,117
Jardim do Arco do Cego,8.3,158,0.9887796054490984,764,5,"Garden, Park, Dog Park",117
Vitaminas,6.9,18,0.9400966593182974,587,4,Salad Restaurant,117
Deja Vu Plaza Quiosque,7.0,16,0.9758351704256402,615,3,"Café, Cocktail Bar",117
Saldanha Mar,7.7,22,0.979707195749251,725,5,Mediterranean Restaurant,117
Pano de Boca,7.4,16,0.7429342603583743,682,4,Portuguese Restaurant,117
Aron Sushi,7.0,20,0.9561782827426375,637,5,Japanese Restaurant,117
Sushi Kiyomi,6.1,27,0.09246226895031372,501,2,Asian Restaurant,117
D'vina Gulla,6.6,18,0.9184754960149228,580,4,Restaurant,117
100 Montaditos,7.7,111,0.9746339946865638,750,4,Tapas Restaurant,117
Fogo de Chão,8.8,37,0.9326635012153072,840,5,"Brazilian Restaurant, Steakhouse",117
La Fabrica,8.5,13,0.864182352608671,827,4,Ice Cream Parlor,117
Gula's For Kitchen Lovers,8.5,47,0.9510485557628172,828,5,Restaurant,117
Serra da Estrela - Cantinho Regional,6.6,9,0.29143349725849305,583,3,"Portuguese Restaurant, Mediterranean Restaurant",117
Palácio do Oriente,7.4,13,0.946201458368662,109,4,Chinese Restaurant,118
Restaurante Palmeiras,7.6,61,0.9318297439375954,127,4,Portuguese Restaurant,118
Casa do Chef,7.6,11,0.8877253970945679,170,5,Portuguese Restaurant,118
Maxina,N/A,{},0.8936747498728167,60,2,Convenience Store,118
Pastelaria Nanu,7.4,9,0.8728166864507376,273,4,Café,118
Fundação D. Pedro IV,N/A,{},0.7229947430897067,138,3,Education,118
SFUCO,7.3,8,0.8495280085919394,369,3,Sports Bar,118
Leroy Merlin,7.1,0,0.3374879882426092,359,3,Hardware Store,118
Português Café,N/A,{},0.8635746989994912,207,3,Café,118
Pingo Doce,6.2,10,0.901560115312871,289,5,Supermarket,118
Alqueire,6.9,15,0.6566757108134079,489,5,Portuguese Restaurant,118
Quinta Pedagógica Olivais,8.7,68,0.9733621615510711,718,4,Farm,118
Parque Vale do Silêncio,8.0,67,0.9882567407156181,690,4,Park,118
Sky Bar Tivoli,8.4,51,0.9902916737324063,766,4,Lounge,118
Piscina Municipal do Oriente,7.7,17,0.9277881408625855,722,5,Swimming Pool,118
Escola Secundária Professor Herculano De Carvalho,N/A,{},0.4160590130574869,427,3,"High School, Education",118
Tivoli Caffè Oriente,7.8,16,0.990107964501724,756,5,Hotel Bar,118
Bota Feijão,7.7,82,0.8991153693968684,749,5,Portuguese Restaurant,118
Lobby Bar Meliã Oriente,7.9,8,0.9913797976372166,780,4,Hotel Bar,118
Subway,6.9,8,0.20815668984229269,646,4,"Sandwich Spot, Fast Food Restaurant",118
Bdteca,N/A,{},0.4990390594087389,457,3,Library,118
Restaurante Sonho do Oriente,N/A,{},0.9579871120908937,479,4,Portuguese Restaurant,118
Cabeça do Touro,7.9,19,0.9260499689107455,824,5,"Portuguese Restaurant, Brewery",118
Centro Comercial Vasco da Gama,8.1,2744,0.999943474082867,841,5,Shopping Mall,118
C. Santos VP - Oriente,N/A,{},0.7565711378667119,494,4,Car Dealership,118
The Club Steakhouse,7.7,26,0.9733056356339381,804,4,Steakhouse,118
Rituals,7.9,18,0.9963116839070714,835,5,Cosmetics Store,118
Fnac,8.1,207,0.9983607484031428,857,4,"Electronics Store, Bookstore, Record Store",118
Butchers,8.0,116,0.9656039794245662,860,4,Steakhouse,118
Pasta Divina,N/A,{},0.2237578429710022,505,3,Café,118
Centro Porsche Lisboa,N/A,{},0.8855350178056639,505,3,Car Dealership,118
Rua Cidade de Benguela,N/A,{},0.8954977107003561,512,3,Plaza,118
Loja NOS,6.7,7,0.5510146402125374,674,3,"Electronics Store, Mobile Phone Store",118
Ivi,N/A,{},0.1979537617997852,518,3,Medical Center,118
SushiTime,8.2,292,0.9295263128144254,893,5,Sushi Restaurant,118
Bar Entreposto,N/A,{},0.5254931886269855,528,2,Café,118
Quinta Do Conde Dos Arcos,N/A,{},0.5796167542818382,534,3,Garden,118
Tayybeh,8.1,10,0.9251879486744673,905,5,Syrian Restaurant,118
Esplanada Vasco da Gama,8.3,120,0.9967638912441354,926,4,"Scenic Lookout, Café",118
Auditório dos Oceanos,9.0,50,0.9703097620258889,967,4,Performing Arts Venue,118
Koko,7.5,174,0.9588350008478888,829,5,"Japanese Restaurant, Sushi Restaurant",118
A Padaria Portuguesa,8.0,274,0.9541433497258494,902,4,Bakery,118
Portela Cafés,6.6,48,0.8654259227855972,679,5,Coffee Shop,118
Sport Lisboa e Olivais,6.5,20,0.9689248770561303,669,4,Soccer Field,118
The Fifties Diner,8.1,442,0.9713130970549997,928,5,"Diner, American Restaurant, New American Restaurant",118
Jeronymo - Estação do Oriente,6.7,17,0.9956333729014754,720,4,Coffee Shop,118
Restaurante D'Avis,7.3,19,0.5998530326154542,814,4,Portuguese Restaurant,118
A Loja do Gato Preto,7.6,19,0.6067350630263976,862,4,Furniture and Home Store,118
Casino Lisbon (Casino Lisboa),8.3,539,0.9866740150358939,955,5,Casino,118
Loja Vodafone,7.6,18,0.9360126618054377,874,4,Mobile Phone Store,118
Cartier,8.5,17,0.9721327228534283,100,5,"Jewelry Store, Fashion Accessories Store, Perfume Store",119
Confeitaria Marquês de Pombal,7.5,136,0.974478548414448,99,5,"Café, Dessert Shop, Restaurant",119
SushiCafé Avenida,8.3,190,0.8654965801820135,159,5,"Sushi Restaurant, Japanese Restaurant",119
Local - Your Healthy Kitchen,8.5,52,0.9928070770448251,175,4,"Poke Restaurant, Vegan and Vegetarian Restaurant",119
Associação Cabo Verdiana,7.0,12,0.1593889548357922,57,4,African Restaurant,119
Prada,8.5,56,0.9939799898253349,190,5,Boutique,119
Rubro,9.0,446,0.9560087049912385,224,5,Spanish Restaurant,119
Selllva,8.0,9,0.9613080097224578,180,5,"Food and Beverage Retail, Vegan and Vegetarian Restaurant, Salad Restaurant",119
Seen,9.0,58,0.9936408343225369,240,5,Restaurant,119
Cinemateca Portuguesa,9.1,120,0.9594285229777854,246,5,"Indie Movie Theater, Museum",119
Sky Bar,8.4,238,0.9648267480639874,244,5,"Roof Deck, Hotel Bar",119
Xenu,7.5,30,0.9222062065457012,182,4,Portuguese Restaurant,119
Honest Greens,8.0,13,0.9922842123113448,229,5,Mediterranean Restaurant,119
Luzzo Sta. Marta,8.4,221,0.9693205584760612,253,5,Pizzeria,119
Loja Burberry,8.8,17,0.9780114182352608,276,4,Women's Store,119
Marquês de Pombal (Praça Marquês de Pombal),9.1,1288,0.9995619241422192,294,5,"Plaza, Monument, Outdoor Sculpture",119
Yakuza by Olivier,8.4,45,0.9820812842688372,283,5,Japanese Restaurant,119
O Forninho Saloio,9.0,106,0.9168927703351987,306,5,"Portuguese Restaurant, Café",119
39 Degraus,8.0,15,0.512591148041377,265,4,Portuguese Restaurant,119
Olivier Avenida,8.0,118,0.22354587078175345,270,5,Restaurant,119
Canil,7.6,15,0.9896133627268102,245,4,Beer Bar,119
Restaurant O Mastro,7.6,40,0.24036233112882258,247,4,Portuguese Restaurant,119
Pastelaria Sabiá,7.0,9,0.8992708156689843,185,3,"Café, Restaurant, Bakery",119
Simpli,8.4,35,0.9839890339720762,308,5,"Coffee Roaster, Coffee Shop",119
Cinema São Jorge,8.9,377,0.9904329885252389,342,5,"Movie Theater, Concert Hall, Indie Movie Theater",119
Ollá Lisboa,7.9,50,0.3403142840992595,305,4,Portuguese Restaurant,119
Chimera,8.5,31,0.7074077214402804,340,5,Modern European Restaurant,119
Honorato Hamburgueres Artesanais,7.3,518,0.0062743768017636085,246,4,Burger Joint,119
O Cartaxinho,8.2,26,0.938160646656492,336,5,Portuguese Restaurant,119
Louis Vuitton,8.5,87,0.9946441693516477,363,5,"Fashion Accessories Store, Shoe Store, Perfume Store",119
JNcQUOI,9.1,285,0.9942908823695664,394,5,Portuguese Restaurant,119
Balcão do Marquês,7.7,92,0.9903199366909728,325,5,"Snack Place, Café",119
Fenícios,7.8,67,0.9734328189474875,326,5,Middle Eastern Restaurant,119
O Carteiro,7.4,25,0.9211463455994574,290,5,Portuguese Restaurant,119
K.O.B by Olivier,8.6,83,0.9617319541009552,382,5,Steakhouse,119
Teatro Tivoli BBVA,8.4,241,0.9759058278220564,377,5,Theater,119
APDP - Associação Protectora dos Diabéticos de Portugal,8.2,13,0.9424424848793171,371,4,Medical Center,119
Manifest,8.9,83,0.9834944321971624,408,5,"Breakfast Spot, Coffee Shop, Cocktail Bar",119
Maria Café,7.0,9,0.9043581482109547,267,4,Café,119
Olá Nepal,7.8,29,0.9377508337572777,361,4,Himalayan Restaurant,119
Red Frog Speakeasy Bar,8.8,182,0.9015035893957379,429,5,"Cocktail Bar, Speakeasy",119
Empanaderia El Pibe,8.5,64,0.6308998926007574,423,5,"South American Restaurant, Argentinian Restaurant",119
Mama Shelter Restaurant,8.1,10,0.9761036685320219,402,5,"Restaurant, Cocktail Bar",119
A Padaria Portuguesa,7.4,63,0.9932875473404555,347,5,Bakery,119
Stanislav Café,8.4,106,0.9875642982307388,449,5,"Russian Restaurant, Breakfast Spot",119
O Cacho Dourado,7.8,119,0.982632411960884,405,5,Portuguese Restaurant,119
Taberna Anti-Dantas,8.1,83,0.9761743259284382,436,5,Portuguese Restaurant,119
Cervejaria Ribadouro,8.0,286,0.9915352439093325,429,5,Seafood Restaurant,119
Gucci,8.2,24,0.9700977898366401,449,5,Clothing Store,119
Al Garage,7.5,43,0.9778135775252953,393,5,"Italian Restaurant, Pizzeria",119
Mercado Biológico Campo Pequeno,7.8,19,0.8871884008818043,60,3,Farmers Market,120
O Nobre,8.1,82,0.9742807077044825,89,5,"Mediterranean Restaurant, Portuguese Restaurant",120
Campo Pequeno,8.0,349,0.9971171782262167,91,5,Plaza,120
Bertrand,7.6,24,0.9740404725566673,69,4,Bookstore,120
A Padaria Portuguesa,8.5,152,0.9795517494771353,121,5,Bakery,120
Praça de Touros do Campo Pequeno,7.8,272,0.9976541744389803,87,5,"Music Venue, Performing Arts Venue",120
Parque Infantil do Jardim Marquês de Marialva,7.7,8,0.8970521734215138,97,4,Playground,120
People and Food,8.5,94,0.9664801311401278,147,5,Portuguese Restaurant,120
Royal Versailles,8.0,18,0.9771917924368323,127,4,Café,120
Arigato Sushi Arena,8.0,364,0.9029450002826296,136,5,Sushi Restaurant,120
Iogurteria do Bairro,7.2,18,0.22844949409304166,72,4,Frozen Yogurt Shop,120
Dieci,7.7,44,0.9084986716409473,136,4,Pizzeria,120
Cinema City Campo Pequeno,7.6,205,0.9896274942060935,131,5,Movie Theater,120
Ale-Hop,7.0,9,0.8652846079927646,77,4,"Fashion Accessories Store, Miscellaneous Store, Souvenir Store",120
Celeiro,8.8,47,0.9878751907749703,221,4,"Health Food Store, Vegan and Vegetarian Restaurant, Gourmet Store",120
iNdiferente bar,7.1,13,0.8826663275111639,109,4,Bar,120
Baia do PEIXE,7.4,9,0.7203804194223051,147,1,Portuguese Restaurant,120
Rubro,7.3,174,0.9805126900683964,145,4,"Portuguese Restaurant, Tapas Restaurant",120
Queenmama's,6.9,8,0.4940223842631847,108,3,Pizzeria,120
Entre Copos,7.3,77,0.9497343281894749,159,5,Restaurant,120
City Bar,6.9,39,0.861878921485501,123,4,"Karaoke Bar, Cocktail Bar",120
Restaurante Apeadeiro,6.2,20,0.9680204623820021,64,4,Portuguese Restaurant,120
O Poleiro,8.1,38,0.9416087276016053,256,5,Portuguese Restaurant,120
Lego Fan Event,6.6,16,0.3878808433666836,110,2,Amusement Park,120
Pastelaria Londres,6.0,27,0.9292719461873269,50,4,Café,120
Centro Comercial do Campo Pequeno,6.4,338,0.9966649708891526,87,5,Shopping Mall,120
Pingo Doce,6.1,46,0.9930331807133571,65,5,Supermarket,120
Baia do Peixe - Campo Pequeno,6.2,25,0.8883189192244644,99,4,Seafood Restaurant,120
Real Nepal,6.9,46,0.924325928438189,180,5,Indian Restaurant,120
Cafe De La Musique,7.8,18,0.4613504041603075,284,4,Bistro,120
WOK - Shui Jing Gong,7.4,13,0.9447459160024871,250,5,Chinese Restaurant,120
Culturgest,8.8,140,0.9777005256910294,345,5,Art Gallery,120
Wine With a View,8.7,21,0.46536374427675087,346,3,Food Truck,120
La Tagliatella,8.1,12,0.9742948391837658,327,5,Italian Restaurant,120
Prazeres da Picanha,7.8,109,0.9711717822621672,315,5,Brazilian Restaurant,120
Cockpit Bar,8.9,139,0.9467667175399921,380,5,Pub,120
Festa Brava,6.6,9,0.19744502854558815,193,4,Restaurant,120
Nova Goa,7.5,17,0.15497993329941778,299,4,Restaurant,120
Petisco Saloio,7.4,9,0.942654457068566,295,4,Portuguese Restaurant,120
O Visconde,7.0,16,0.912243513651009,251,5,Portuguese Restaurant,120
Dom Tacho,7.3,140,0.9431349273641965,289,5,Restaurant,120
Fogão Nativo,7.1,10,0.8678000113051835,278,5,Restaurant,120
Da Beppi,7.5,22,0.8448222259906167,318,4,"Italian Restaurant, Pizzeria",120
Eira Velha,7.0,23,0.8973913289243118,270,4,Restaurant,120
Fishtail,7.9,54,0.9060115312870951,381,5,Indian Restaurant,120
MBH,8.2,9,0.8769713413600135,408,5,Burger Joint,120
Sakura,7.8,68,0.9390226668927704,376,5,"Sushi Restaurant, Japanese Restaurant",120
Old Vic,7.7,71,0.9254423153015657,370,5,Cocktail Bar,120
Lucca,8.4,283,0.9490560171838788,431,5,Pizzeria,120
Fogo de Chão,8.8,37,0.9326635012153072,456,5,"Brazilian Restaurant, Steakhouse",120
Taberna Londrina,7.3,9,0.9755666723192584,251,3,Portuguese Restaurant,121
Nova Ásia,7.7,21,0.9674410717313888,295,5,Asian Restaurant,121
Frankie,8.9,351,0.9356452433440733,413,5,Hot Dog Joint,121
Praça de Alvalade,8.5,81,0.9804844271098299,416,4,Plaza,121
Dom Guardanapo,N/A,{},0.04890904979933299,127,4,Portuguese Restaurant,121
Dom Queijo,7.2,19,0.05962071109603753,312,5,"Cheese Store, Theme Restaurant, Tapas Restaurant",121
Bulhosa,7.0,13,0.9085975919959302,304,3,Bookstore,121
Comidaria,N/A,{},0.3545870781753434,161,4,Restaurant,121
Grog,7.3,8,0.9447035215646374,360,3,Bar,121
Cafe jasmim,N/A,{},0.37008931094907016,168,3,Breakfast Spot,121
Galeria 111,7.6,10,0.14600644395455317,396,3,Art Gallery,121
Templários,8.0,114,0.9523062574190266,440,4,Bar,121
O Prego da Peixaria,8.6,130,0.934952800859194,485,5,Portuguese Restaurant,121
A Padaria Portuguesa,8.3,152,0.9513453168277656,472,4,Bakery,121
h3 new hamburgology,7.1,14,0.14830987507772314,364,3,Burger Joint,121
Cinema City Classic Alvalade,7.7,118,0.9661692385958962,437,4,Movie Theater,121
Pasta Non Basta,8.6,24,0.9629755242778814,505,5,Italian Restaurant,121
Amor Bio . Mercado Biológico,7.8,23,0.8907495336611837,448,4,Market,121
Huang He,8.0,116,0.9918743994121305,470,5,"Chinese Restaurant, Asian Restaurant",121
Chez Moi,7.3,12,0.32362500706573966,412,2,Café,121
Continente Bom Dia,7.1,46,0.9933582047368719,410,4,Supermarket,121
Gelados Conchanata,9.1,253,0.9803713752755638,570,5,Ice Cream Parlor,121
Restaurante Camponesa,7.5,10,0.9544259793115143,467,4,Restaurant,121
Clinica Sao João de Deus,6.2,14,0.8838392402916737,297,4,"Medical Center, Doctor's Office",121
Jacaré Paguá,7.7,8,0.437651913402295,491,5,Coffee Shop,121
Topo da Avenida,6.5,9,0.9321406364818269,344,4,Restaurant,121
Pastelaria Granfina,6.8,26,0.9305437793228195,388,5,Bakery,121
Italian Republic,7.6,26,0.9496919337516251,496,4,Italian Restaurant,121
Centro Comercial Alvalade,6.5,100,0.97644282403482,356,5,Shopping Mall,121
Camara Municipal De Lisboa,N/A,{},0.1423039963823413,267,3,City Hall,121
Pomar de Alvalade,7.6,28,0.9247074783788367,523,5,Portuguese Restaurant,121
Horto do Campo Grande,8.2,40,0.959301339664236,580,5,Flower Store,121
Barrosã Hamburgueria,7.8,75,0.9085693290373636,554,4,"Burger Joint, Bistro, Portuguese Restaurant",121
Portela Cafés,6.0,40,0.9593437341020858,324,4,Coffee Shop,121
Mercantina,6.5,262,0.9056582443050138,387,5,Italian Restaurant,121
Rio de Mel,7.8,37,0.9113390989768809,562,4,BBQ Joint,121
Mix Markt,7.3,16,0.9276044316319032,507,4,Grocery Store,121
Farmácia Marbel,7.3,18,0.9393476909162851,523,4,Pharmacy,121
Rotunda de Entrecampos,6.3,116,0.990390594087389,378,5,Plaza,121
Pingo Doce,5.9,6,0.9261912837035781,338,5,Supermarket,121
Sakura,7.8,68,0.9390226668927704,593,5,"Sushi Restaurant, Japanese Restaurant",121
Sem Nome,7.1,14,0.9248346616923859,522,5,Portuguese Restaurant,121
Casa do Lago,7.8,63,0.9451274659431349,607,5,"Restaurant, Café",121
Restaurante Clube i - INDEG,7.2,11,0.8805183426601096,537,4,"Mediterranean Restaurant, Comfort Food Restaurant",121
Happy Noodles,7.7,39,0.933497258493019,606,5,"Noodle Restaurant, Asian Restaurant",121
Centro Paroquial do Campo Grande,N/A,{},0.40848454016166413,340,4,"Non-Profit Organization, Spiritual Center, Church",121
Motoxplorers,8.1,11,0.8618506585269347,657,5,Motorcycle Dealership,121
Celeiro,N/A,{},0.6690548866655361,342,4,"Health Food Store, Gourmet Store",121
Sam Croissants,7.7,34,0.9630320501950144,626,4,"Restaurant, Pastry Shop, Sandwich Spot",121
Restaurante Courenses,8.7,128,0.9665931829743938,711,5,"Portuguese Restaurant, Mediterranean Restaurant",121
Cantina Indiana (Complexo Comunidade Hindu),8.1,15,0.9624385280651179,136,5,"Indian Restaurant, Hindu Temple",122
Kaprixu,7.8,51,0.9223757842971002,150,5,Indian Restaurant,122
Pingo Doce,7.3,131,0.9961986320728053,112,5,Supermarket,122
Quiosque Gandhi's Gardens,7.9,9,0.9509496354078345,165,3,Snack Place,122
Quasebar,8.2,19,0.8700610479905037,410,3,Café,122
Luzzo Telheiras,7.0,9,0.9255271041772652,331,4,Pizzeria,122
Burger Ranch,5.7,10,0.10383810977333108,280,3,Fast Food Restaurant,122
Stuppendo,7.6,11,0.45455316262506357,539,3,"Italian Restaurant, BBQ Joint",122
Domino's Pizza,8.0,67,0.9317873494997456,594,4,Pizzeria,122
Centro Comercial Continente de Telheiras,7.1,24,0.9989684020123226,498,5,Supermarket,122
Decathlon,7.3,7,0.8836555310609915,547,3,"Sporting Goods Retail, Sports and Recreation",122
AKI,6.5,42,0.2572918433101577,491,4,Hardware Store,122
Sete Mares Telheiras,7.3,12,0.9473602396698887,642,3,Restaurant,122
Don Limão Dona Laranja,7.7,16,0.48576960036176586,697,4,Portuguese Restaurant,122
Cafetaria do Bairro,N/A,{},0.8786529873947205,414,1,Cafeteria,122
Aldi,7.1,32,0.9718642247470465,640,5,"Supermarket, Grocery Store",122
Paço do Lumiar,8.7,22,0.8954270533039399,815,4,Golf Course,122
