name,rating,total num ratings,popularity,distance,veracity,category,station_id
Nosolo Italia,8.4,486,0.9852326041490023,92,5,"Italian Restaurant, Pizzeria, Ice Cream Parlor",50
Espelho de Agua,8.0,20,0.9063506867898932,73,4,Gastropub,50
Espaço Espelho d'Água,8.0,68,0.9693346899553446,77,4,Diner,50
Portugália,7.0,231,0.9826465434401673,59,5,"Portuguese Restaurant, Brewery",50
Rosa dos Ventos,7.1,11,0.9732349782375219,75,4,"Monument, Pedestrian Plaza",50
Museu de Arte Popular,8.6,55,0.9594709174156351,218,5,"Art Museum, Museum",50
Hotdog Lovers,7.4,16,0.9038776779153241,139,2,Hot Dog Joint,50
Praça do Império,8.8,156,0.9931179695890566,251,5,Plaza,50
Cultural Centre of Belém (Centro Cultural de Belém (CCB)),9.3,644,0.9977954892318128,279,5,"Cultural Center, Art Museum, Concert Hall",50
Bar Terraço,7.8,36,0.7010626872421005,218,4,Coffee Shop,50
Escher,7.1,10,0.8919789723588265,156,3,Art Gallery,50
Gelato Davvero,8.5,36,0.9487733875982138,271,5,Ice Cream Parlor,50
Jardim do Japão,7.9,10,0.8853654400542649,253,5,"Garden, Park",50
Este Oeste,7.9,282,0.966494262619411,261,4,"Sushi Restaurant, Pizzeria",50
Jardim das Oliveiras,8.2,24,0.9632440223842632,292,3,Garden,50
À Margem,8.5,388,0.9694194788310441,313,5,Café,50
Mister Tapas,7.7,18,0.9594426544570686,264,5,Food Truck,50
Farol de Belem,7.3,28,0.9924961845005935,232,4,Lighthouse,50
Topo Belem,7.5,14,0.8808998926007574,266,4,Restaurant,50
Moduline Planejados Belem,N/A,{},0.04654909275903001,62,2,Sculpture Garden,50
Feitoria,8.7,64,0.8736928381662993,349,5,Portuguese Restaurant,50
Berardo Collection Museum (Museu Colecção Berardo),8.8,721,0.9566304900797016,356,5,Art Museum,50
Grande Auditório,8.3,76,0.936026793284721,335,4,"Theater, Concert Hall",50
The Absolut Club,N/A,{},0.3525521451585552,72,3,Night Club,50
Associação Regional de Vela do Centro,8.0,15,0.9760895370527387,328,4,Mediterranean Restaurant,50
Garagem Sul,7.3,8,0.4081453846588661,275,2,"Art Gallery, Art Museum",50
Associação Naval de Lisboa,7.8,13,0.4866881465151772,332,5,Social Club,50
Pavilhão Tailandês,8.5,15,0.9781527330280934,383,4,"Monument, Sculpture Garden",50
Jardim da Praça do Imperio,7.2,10,0.9981205132553276,278,5,"Plaza, Garden",50
A Commenda,6.3,11,0.8940562998134645,171,5,Portuguese Restaurant,50
Restaurante do Clube Naval,7.9,146,0.9595981007291843,362,4,"Mediterranean Restaurant, Café",50
Bar 38º 41',7.9,137,0.9643745407269233,364,5,Hotel Bar,50
"Restaurante ""A Vela"" Belém",7.4,9,0.5707845797298061,331,3,Portuguese Restaurant,50
Jardim Vasco da Gama,9.2,319,0.9913374031993669,441,5,"Garden, Park",50
Naval Museum (Museu de Marinha),8.7,196,0.9969899949126675,436,5,"Science Museum, History Museum",50
Igreja dos Jerónimos,8.9,163,0.9935984398846871,446,4,"Church, History Museum",50
Ciao Ciao Italia,8.0,27,0.979368040246453,399,5,Ice Cream Parlor,50
O Pedrouços,7.5,29,0.773331072296648,353,3,Restaurant,50
Cafetaria Mensagem,7.7,25,0.9129218246566051,381,5,"Sushi Restaurant, Café",50
Mosteiro dos Jerónimos,9.3,2052,0.9996467130179187,489,5,"Monastery, Monument",50
Starbucks,8.6,376,0.9903764626081059,491,5,Coffee Shop,50
Pastéis de Belém (Fábrica dos Pastéis de Belém),9.1,6314,0.9997597648521848,513,5,Pastry Shop,50
Jardim De Belém,7.7,15,0.9634277316149454,431,4,Garden,50
Pão Pão Queijo Queijo,8.4,402,0.9886524221355492,491,5,"Sandwich Spot, Middle Eastern Restaurant, Falafel Restaurant",50
Museu Nacional de Arqueologia,7.4,109,0.9752981742128766,422,5,History Museum,50
Planetário Calouste Gulbenkian,7.7,72,0.9478548414448025,462,5,Planetarium,50
Wine Guest,8.1,9,0.9583545305522582,502,4,Wine Bar,50
Barra do Quanza,6.7,10,0.4765841388276525,364,4,Restaurant,50
Claustro do Mosteiro dos Jerónimos,7.9,13,0.9994488723079532,508,4,Public Art,50
Jacaré Paguá,7.7,8,0.437651913402295,90,5,Coffee Shop,51
Pasta Non Basta,8.6,24,0.9629755242778814,214,5,Italian Restaurant,51
Gelados Conchanata,9.1,253,0.9803713752755638,250,5,Ice Cream Parlor,51
O Prego da Peixaria,8.6,130,0.934952800859194,251,5,Portuguese Restaurant,51
A Padaria Portuguesa,8.3,152,0.9513453168277656,247,4,Bakery,51
Praça de Alvalade,8.5,81,0.9804844271098299,267,4,Plaza,51
Rio de Mel,7.8,37,0.9113390989768809,227,4,BBQ Joint,51
Italian Republic,7.6,26,0.9496919337516251,243,4,Italian Restaurant,51
Pastelaria Dâmaso,7.0,9,0.9270956983777062,178,4,Bakery,51
Burger King,5.8,12,0.9165112203945509,88,3,Fast Food Restaurant,51
Grog,7.3,8,0.9447035215646374,262,3,Bar,51
Parque de Jogos 1º de Maio - INATEL,8.4,136,0.9691651122039455,352,4,"Soccer Stadium, Sports and Recreation, Hiking Trail",51
Pomar de Alvalade,7.6,28,0.9247074783788367,296,5,Portuguese Restaurant,51
Casa Al Parma,7.6,51,0.8877819230117009,297,5,Italian Restaurant,51
Nova Ásia,7.7,21,0.9674410717313888,322,5,Asian Restaurant,51
Restaurante Courenses,8.7,128,0.9665931829743938,395,5,"Portuguese Restaurant, Mediterranean Restaurant",51
Amor Bio . Mercado Biológico,7.8,23,0.8907495336611837,339,4,Market,51
Chimarrão,6.2,36,0.9300774405064722,169,4,"Brazilian Restaurant, BBQ Joint",51
Pastelaria Pau de Canela,8.6,49,0.9776157368153299,404,4,Bakery,51
h3 new hamburgology,7.1,14,0.14830987507772314,281,3,Burger Joint,51
Isco,8.1,13,0.9428099033406817,375,5,"Bakery, Bistro",51
Café Vá Vá,6.8,33,0.9327200271324402,241,4,"Café, Snack Place",51
Tico Tico - Novo Rio,8.8,281,0.9788875699508225,415,5,"Portuguese Restaurant, Seafood Restaurant",51
Carcassone,7.9,68,0.9702673675880391,380,5,"Coffee Shop, Pastry Shop",51
Maria Granel,7.4,12,0.40127748572720595,345,5,"Organic Grocery, Health Food Store",51
Cinema City Classic Alvalade,7.7,118,0.9661692385958962,386,4,Movie Theater,51
Barrosã Hamburgueria,7.8,75,0.9085693290373636,406,4,"Burger Joint, Bistro, Portuguese Restaurant",51
Namaste Nepal,6.8,8,0.6379656322423831,303,4,Indian Restaurant,51
Restaurante Luís,7.7,16,0.9214713696229722,408,3,Restaurant,51
DOTE - Cervejaria Moderna - Avenida da Igreja,6.5,43,0.9628766039228986,275,4,Portuguese Restaurant,51
Pérola do Ceira,6.9,8,0.6936577920976768,316,4,Restaurant,51
Pastelaria Luanda,6.4,68,0.9827737267537165,271,4,Café,51
Templários,8.0,114,0.9523062574190266,455,4,Bar,51
Mercantina,6.5,262,0.9056582443050138,280,5,Italian Restaurant,51
Pastelaria Fina Francesa,7.6,11,0.5263834718218303,421,3,Coffee Shop,51
Sem Nome,7.1,14,0.9248346616923859,372,5,Portuguese Restaurant,51
Dom Feijão,8.9,200,0.9729947430897067,521,5,Portuguese Restaurant,51
Centro Comercial Alvalade,6.5,100,0.97644282403482,294,5,Shopping Mall,51
Mercado de Alvalade Norte,8.1,88,0.9446752586060709,487,5,Market,51
Snack-Bar Grã Via,6.6,15,0.9007970154315754,315,4,Portuguese Restaurant,51
Yokohama,6.6,143,0.9068735515233735,316,5,"Japanese Restaurant, Sushi Restaurant",51
Sem Palavras,8.4,91,0.9721892487705613,513,4,Portuguese Restaurant,51
Restaurante Nova Lisboa,6.0,26,0.6589508789780114,265,4,Restaurant,51
Pirilampo,6.2,11,0.9383584873664575,294,3,Portuguese Restaurant,51
Os Courences,7.0,10,0.3176332598496411,397,4,Portuguese Restaurant,51
Frutalmeidas,8.3,239,0.9875925611893053,532,5,"Snack Place, Café",51
A Mariazinha,7.3,8,0.7441495675767339,445,4,Tea Room,51
Mr. Pizza,7.4,12,0.9085128031202306,478,4,"Pizzeria, Italian Restaurant",51
Sala Thai,7.1,20,0.9166949296252331,455,5,Thai Restaurant,51
Monte Everest,7.4,55,0.9552597365892261,498,5,Indian Restaurant,51
Jardim de Telheiras,7.9,14,0.910166186196371,209,4,Flower Store,52
Tailors,7.8,47,0.9475439489005709,234,5,"Café, Bar, Brewery",52
Talho Gourmet,8.5,13,0.90977050477644,284,3,Butcher,52
Don Tapas,7.1,27,0.8691283703578091,189,4,Tapas Restaurant,52
A Padaria Portuguesa,8.6,284,0.9709174156350687,329,5,Bakery,52
Geladaria Artisani,7.9,20,0.8866796676276073,290,3,Ice Cream Parlor,52
Chirashi,7.7,15,0.9149708891526765,275,5,Sushi Restaurant,52
Urban Spirit,6.8,8,0.4632157594256967,183,3,Café,52
Quasebar,8.2,19,0.8700610479905037,359,3,Café,52
Manga Pimenta,6.5,20,0.9094454807529252,219,4,Café,52
Jardim Prof. Francisco Caldeira Cabral,7.5,11,0.9618874003730711,350,4,Park,52
Dreams Café,N/A,{},0.9294415239387259,148,3,Café,52
Nosso Sitio,N/A,{},0.6042620541518287,184,4,Café,52
Jardim Rua Prof Mario  Chico,N/A,{},0.29691651122039453,190,3,Dog Park,52
Escola Básica 2-3 Telheiras,N/A,{},0.8821858572155333,192,4,Education,52
Espigasol,6.2,27,0.9030156576790458,271,4,Bakery,52
Biblioteca Municipal Orlando Ribeiro,7.0,17,0.9012068283307897,382,5,Library,52
Decathlon,7.3,7,0.8836555310609915,420,3,"Sporting Goods Retail, Sports and Recreation",52
Honorato Hamburgueres Artesanais,6.9,146,0.917641738737211,385,4,Burger Joint,52
Kioske do Mega,N/A,{},0.45503363292069415,241,3,Café,52
O Jacinto,8.6,57,0.9305579108021028,580,5,Mediterranean Restaurant,52
Papelaria Flor De Lotus,N/A,{},0.956941382623933,272,4,Bookstore,52
Ciclovia De Telheiras,N/A,{},0.28773104968628116,291,3,Other Great Outdoors,52
Fatia Doce,N/A,{},0.9308829348256176,316,4,"Café, Candy Store, Bakery",52
Querubim Lisboa,7.4,27,0.9566163586004183,565,5,Tea Room,52
Glood - Telheiras,N/A,{},0.8843903679837205,339,4,Gourmet Store,52
AKI,6.5,42,0.2572918433101577,457,4,Hardware Store,52
Logo se vê -  Cocktail Lounge,N/A,{},0.5614436719235769,356,1,Cocktail Bar,52
Stuppendo,7.6,11,0.45455316262506357,626,3,"Italian Restaurant, BBQ Joint",52
Jungle,N/A,{},0.8907071392233339,360,3,Bar,52
Pow Wow,N/A,{},0.8825956701147476,362,3,Bar,52
Centro Comercial Continente de Telheiras,7.1,24,0.9989684020123226,561,5,Supermarket,52
Mercearia de L Praino,6.9,8,0.3886015488101294,538,4,Restaurant,52
Loja Verde,8.7,44,0.9921711604770788,735,4,Sporting Goods Retail,52
José Alvalade Stadium (Estádio José Alvalade),8.5,1024,0.999152111243005,748,5,Soccer Stadium,52
Domino's Pizza,8.0,67,0.9317873494997456,723,4,Pizzeria,52
Kaprixu,7.8,51,0.9223757842971002,720,5,Indian Restaurant,52
Pingo Doce,7.3,131,0.9961986320728053,661,5,Supermarket,52
Praça Rainha Dona Filipa,7.6,11,0.9117630433553784,709,4,Plaza,52
McDonald's,6.1,184,0.9845684246226895,499,4,Fast Food Restaurant,52
Museu Mundo Sporting,7.9,12,0.9714544118478322,760,4,History Museum,52
Pavilhão João Rocha - Sporting Clube Portugal,8.6,22,0.9877338759821378,825,3,"Soccer Stadium, Soccer Field, Sports Club",52
Mister Minit,N/A,{},0.4289186592052456,447,1,Miscellaneous Store,52
Noa,N/A,{},0.9735317393024702,449,3,Japanese Restaurant,52
Roulote Paulão,N/A,{},0.013594483070487818,450,3,"Food Truck, Burger Joint",52
Sete Mares Telheiras,7.3,12,0.9473602396698887,715,3,Restaurant,52
Aldi,7.1,32,0.9718642247470465,687,5,"Supermarket, Grocery Store",52
"R Prof Simões Raposo, 18",N/A,{},0.5935645243344073,471,3,Structure,52
Luzzo Telheiras,7.0,9,0.9255271041772652,702,4,Pizzeria,52
Novo Século,7.0,26,0.9474167655870217,710,5,Chinese Restaurant,52
Jardim Zoológico de Lisboa,8.9,798,0.9962268950313719,133,5,Zoo,53
Baía dos Golfinhos,8.6,75,0.9266717539992086,184,4,Zoo Exhibit,53
O Nortenho,7.6,15,0.9633994686563789,142,4,Portuguese Restaurant,53
Mercedes-Benz,7.4,13,0.9323384771917924,183,4,Car Dealership,53
Sete Rios,6.9,94,0.013453168277655305,162,4,"Neighborhood, Plaza",53
UEST - Unidade de Equipamentos e Serviços Tiflotécnicos,N/A,{},0.5093833022440789,36,3,Electronics Store,53
Roulote Zoológico,N/A,{},0.3354954496636708,77,3,Food Truck,53
Jardim de Sabores,N/A,{},0.17453790062743768,77,3,Café,53
Roulote da Loira,N/A,{},0.39173873721101127,81,3,Food Truck,53
Reptilário,8.2,19,0.9703238935051721,348,4,"Amusement Park, Exhibit",53
Sete Mares,8.1,136,0.9261206263071619,352,5,Restaurant,53
Teatro Thalia,8.4,29,0.8999349951952971,371,3,Theater,53
Templo dos Chimpanzés,8.6,22,0.9666355774122435,410,3,Exhibit,53
Girafa-de-angola,7.8,9,0.9426827200271325,381,3,Zoo Exhibit,53
Lidl,6.7,3,0.9979650669832119,273,3,"Supermarket, Grocery Store",53
Museu Das Crianças,N/A,{},0.6200186535526538,147,4,Museum,53
Ogaya,7.3,12,0.7070968288960489,357,4,Japanese Restaurant,53
McDonald's,5.6,54,0.9764852184726697,179,4,Fast Food Restaurant,53
Terrace Lounge  By Cocktail Team,7.8,8,0.3573851110734272,429,2,Cocktail Bar,53
Savanne Restauranta Zoo,N/A,{},0.24234073822847776,192,2,,53
Dona Tília,8.5,26,0.9204539031145781,508,4,Tea Room,53
Corinthia Lounge,7.9,9,0.28809846814764567,462,3,Lounge,53
Largo Manuel Emídio da Silva,N/A,{},0.9402662370696965,225,3,Plaza,53
Soul Garden,7.4,9,0.956997908541066,449,5,Restaurant,53
Quiosque Sical,5.7,9,0.25833757277711833,255,3,Café,53
Casa dos Caracóis,8.5,33,0.9373692838166299,562,5,Portuguese Restaurant,53
Centro de Saúde de Sete Rios,N/A,{},0.9646713017918715,269,4,Hospital,53
Tempus Lounge,6.6,10,0.8245576846984343,402,1,Hotel Bar,53
Mercearia do Metro,N/A,{},0.8288819173591091,288,3,Grocery Store,53
Cervetoria,7.7,16,0.019656887683002656,562,4,Bar,53
Clube de Ténis das Laranjeiras,N/A,{},0.8892092024193092,301,4,Tennis Court,53
Carvoeiro de Palma,8.6,199,0.930685094115652,650,5,BBQ Joint,53
O Churrasco,7.0,9,0.9174862924650953,491,3,BBQ Joint,53
Sal e Brasas,7.4,9,0.9305013848849698,556,5,"Steakhouse, BBQ Joint",53
Focinhos e Bigodes,N/A,{},0.30984681476456954,326,3,Animal Shelter,53
Tika Kebab,N/A,{},0.8661183652704765,330,3,"Falafel Restaurant, Kebab Restaurant",53
Restaurante Marquês de Palma,7.5,96,0.944124130914024,586,5,Seafood Restaurant,53
Centro Saúde Tílias,N/A,{},0.26314227573342375,333,3,Medical Center,53
Junta de Freguesia de São Domingos de Benfica,N/A,{},0.8678989316601662,341,4,Government Building,53
Igreja Das Furnas,N/A,{},0.9082443050138489,341,3,Church,53
Bairro Das Furnas,N/A,{},0.6042055282346956,342,2,Neighborhood,53
Unidade de Saúde Familiar Tílias (CS Sete Rios),5.3,9,0.933045051155955,330,5,"Medical Center, Doctor's Office",53
Marriott Executive Lounge,8.5,40,0.9954920581086428,696,4,Hotel Bar,53
Típico,5.6,14,0.951769261206263,361,3,Restaurant,53
Embaixada do Brasil,N/A,{},0.7300746142106156,372,4,Embassy or Consulate,53
Dom Grill - Twin Towers,N/A,{},0.7948250522864734,372,3,Restaurant,53
Garphus,6.8,14,0.8844892883387033,533,5,Seafood Restaurant,53
Glamour,N/A,{},0.7948109208071901,392,2,Café,53
Restaurante A Carvoaria,6.5,12,0.9049658018201345,522,4,BBQ Joint,53
Pati,7.1,10,0.9051636425301001,626,3,"Café, Restaurant",53
Descobre Restaurante Mercearia,8.0,97,0.8856763325984964,110,5,Portuguese Restaurant,54
Nunes Real Marisqueira,8.4,115,0.9740687355152338,132,5,Seafood Restaurant,54
Ciao Ciao Italia,8.0,27,0.979368040246453,113,5,Ice Cream Parlor,54
Feitoria,8.7,64,0.8736928381662993,193,5,Portuguese Restaurant,54
A Maritima Do Restelo,7.5,14,0.9175569498615115,137,3,Portuguese Restaurant,54
Cafetaria Mensagem,7.7,25,0.9129218246566051,172,5,"Sushi Restaurant, Café",54
Bar 38º 41',7.9,137,0.9643745407269233,201,5,Hotel Bar,54
À Margem,8.5,388,0.9694194788310441,241,5,Café,54
O Navegador,7.2,20,0.9550477643999774,185,5,Restaurant,54
Museu de Arte Popular,8.6,55,0.9594709174156351,299,5,"Art Museum, Museum",54
Berardo Collection Museum (Museu Colecção Berardo),8.8,721,0.9566304900797016,309,5,Art Museum,54
Jardim do Japão,7.9,10,0.8853654400542649,260,5,"Garden, Park",54
Confeitaria Nacional,8.1,44,0.984257532078458,288,5,Café,54
MEO Outjazz,8.9,48,0.2078034028602114,328,3,Arts and Entertainment,54
Jardim das Oliveiras,8.2,24,0.9632440223842632,301,3,Garden,54
Casual Lounge Caffe,6.8,26,0.8744276750890283,177,5,"Lounge, Cocktail Bar, Art Gallery",54
Mister Tapas,7.7,18,0.9594426544570686,281,5,Food Truck,54
Jardim da Torre de Belém,9.1,377,0.9954355321915098,352,5,Park,54
Cultural Centre of Belém (Centro Cultural de Belém (CCB)),9.3,644,0.9977954892318128,360,5,"Cultural Center, Art Museum, Concert Hall",54
Lisboa Vista do Tejo - Cais da Princesa,7.7,16,0.6242863602961958,288,3,Café,54
Wine With a View - Torre de Belém,7.6,14,0.5450794189135719,283,3,Food Truck,54
Vela Latina,6.6,134,0.9840172969306427,181,5,"Mediterranean Restaurant, Seafood Restaurant",54
Este Oeste,7.9,282,0.966494262619411,320,4,"Sushi Restaurant, Pizzeria",54
Avião e Monumento 1ª Travessia do Atlântico,7.3,40,0.9949833248544457,266,4,Monument,54
Garagem Sul,7.3,8,0.4081453846588661,276,2,"Art Gallery, Art Museum",54
Grande Auditório,8.3,76,0.936026793284721,377,4,"Theater, Concert Hall",54
O Recanto,N/A,{},0.9312503532869821,109,5,Portuguese Restaurant,54
Gelato Davvero,8.5,36,0.9487733875982138,401,5,Ice Cream Parlor,54
Farol de Belem,7.3,28,0.9924961845005935,309,4,Lighthouse,54
Belém Tower (Torre de Belém),9.1,3042,0.9998021592900345,437,5,"Monument, Scenic Lookout, History Museum",54
Topo Belem,7.5,14,0.8808998926007574,344,4,Restaurant,54
Focacceria,N/A,{},0.9216126844158047,149,3,Sandwich Spot,54
Sabores Sobre Rodas,N/A,{},0.8725057939065062,151,4,Burger Joint,54
Bar Terraço,7.8,36,0.7010626872421005,398,4,Coffee Shop,54
Ale-hop Belém,N/A,{},0.8737634955627155,153,1,Gift Store,54
Manteigaria Silva,N/A,{},0.7846079927646826,158,3,"Restaurant, Deli",54
Pedestrian bridge Belém,N/A,{},0.9346984342320954,160,4,Bridge,54
Forest Cafeteria,N/A,{},0.8850969419478831,162,3,Coffee Shop,54
Naval Museum (Museu de Marinha),8.7,196,0.9969899949126675,470,5,"Science Museum, History Museum",54
Monumento aos Combatentes do Ultramar,8.8,129,0.9891187609518964,477,5,"Monument, Museum, Historic and Protected Site",54
Igreja do Convento do Bom Sucesso,N/A,{},0.4559663105533887,164,3,Church,54
Espaço Espelho d'Água,8.0,68,0.9693346899553446,437,4,Diner,54
Clínica Dentária Infante Sagres,N/A,{},0.8607060087049913,170,4,Dentist,54
Häagen-Dazs,N/A,{},0.965872477530948,170,4,"Ice Cream Parlor, Dessert Shop",54
Stockmarket,N/A,{},0.5261997625911481,170,1,Market,54
Hotdog Lovers,7.4,16,0.9038776779153241,382,2,Hot Dog Joint,54
Espelho de Agua,8.0,20,0.9063506867898932,439,4,Gastropub,54
gelataria artigianale,N/A,{},0.6391102820643265,177,2,Ice Cream Parlor,54
Escher,7.1,10,0.8919789723588265,353,3,Art Gallery,54
Construímos Sorrisos,N/A,{},0.845288564806964,182,3,Dentist,54
Prada,8.5,56,0.9939799898253349,55,5,Boutique,55
Rubro,9.0,446,0.9560087049912385,84,5,Spanish Restaurant,55
Honest Greens,8.0,13,0.9922842123113448,93,5,Mediterranean Restaurant,55
Seen,9.0,58,0.9936408343225369,137,5,Restaurant,55
MadMary Cuisine,7.7,30,0.7754507941891358,86,4,"Bistro, Bakery",55
Loja Burberry,8.8,17,0.9780114182352608,148,4,Women's Store,55
Cartier,8.5,17,0.9721327228534283,144,5,"Jewelry Store, Fashion Accessories Store, Perfume Store",55
O Forninho Saloio,9.0,106,0.9168927703351987,173,5,"Portuguese Restaurant, Café",55
Sky Bar,8.4,238,0.9648267480639874,155,5,"Roof Deck, Hotel Bar",55
SushiCafé Avenida,8.3,190,0.8654965801820135,153,5,"Sushi Restaurant, Japanese Restaurant",55
Luzzo Sta. Marta,8.4,221,0.9693205584760612,167,5,Pizzeria,55
BananaCafe,7.7,210,0.9856706800067832,130,5,"Café, Salad Restaurant",55
Yakuza by Olivier,8.4,45,0.9820812842688372,179,5,Japanese Restaurant,55
Local - Your Healthy Kitchen,8.5,52,0.9928070770448251,203,4,"Poke Restaurant, Vegan and Vegetarian Restaurant",55
O Cartaxinho,8.2,26,0.938160646656492,190,5,Portuguese Restaurant,55
Canil,7.6,15,0.9896133627268102,155,4,Beer Bar,55
Cinema São Jorge,8.9,377,0.9904329885252389,224,5,"Movie Theater, Concert Hall, Indie Movie Theater",55
Olivier Avenida,8.0,118,0.22354587078175345,182,5,Restaurant,55
Cinemateca Portuguesa,9.1,120,0.9594285229777854,235,5,"Indie Movie Theater, Museum",55
Breakfast in Hotel Tivoli Lisboa,7.5,22,0.9861511503024136,147,4,Breakfast Spot,55
Louis Vuitton,8.5,87,0.9946441693516477,226,5,"Fashion Accessories Store, Shoe Store, Perfume Store",55
Restaurant O Mastro,7.6,40,0.24036233112882258,179,4,Portuguese Restaurant,55
Honorato Hamburgueres Artesanais,7.3,518,0.0062743768017636085,155,4,Burger Joint,55
JNcQUOI,9.1,285,0.9942908823695664,265,5,Portuguese Restaurant,55
Teatro Tivoli BBVA,8.4,241,0.9759058278220564,243,5,Theater,55
A Padaria Portuguesa,7.8,196,0.9728534282968742,213,5,Bakery,55
39 Degraus,8.0,15,0.512591148041377,248,4,Portuguese Restaurant,55
Confeitaria Marquês de Pombal,7.5,136,0.974478548414448,206,5,"Café, Dessert Shop, Restaurant",55
Red Frog Speakeasy Bar,8.8,182,0.9015035893957379,316,5,"Cocktail Bar, Speakeasy",55
Pastelaria Sabiá,7.0,9,0.8992708156689843,178,3,"Café, Restaurant, Bakery",55
Stanislav Café,8.4,106,0.9875642982307388,307,5,"Russian Restaurant, Breakfast Spot",55
Empanaderia El Pibe,8.5,64,0.6308998926007574,312,5,"South American Restaurant, Argentinian Restaurant",55
Taberna Anti-Dantas,8.1,83,0.9761743259284382,292,5,Portuguese Restaurant,55
Chimera,8.5,31,0.7074077214402804,329,5,Modern European Restaurant,55
Associação Cabo Verdiana,7.0,12,0.1593889548357922,202,4,African Restaurant,55
Gucci,8.2,24,0.9700977898366401,315,5,Clothing Store,55
Cervejaria Ribadouro,8.0,286,0.9915352439093325,316,5,Seafood Restaurant,55
Selllva,8.0,9,0.9613080097224578,325,5,"Food and Beverage Retail, Vegan and Vegetarian Restaurant, Salad Restaurant",55
Fenícios,7.8,67,0.9734328189474875,308,5,Middle Eastern Restaurant,55
O Carteiro,7.4,25,0.9211463455994574,287,5,Portuguese Restaurant,55
Rampa,7.8,16,0.9489570968288961,329,5,Restaurant,55
Monumento aos Mortos da Grande Guerra,7.8,25,0.9912526143236674,335,4,Monument,55
Marquês de Pombal (Praça Marquês de Pombal),9.1,1288,0.9995619241422192,415,5,"Plaza, Monument, Outdoor Sculpture",55
Olá Nepal,7.8,29,0.9377508337572777,353,4,Himalayan Restaurant,55
Ollá Lisboa,7.9,50,0.3403142840992595,367,4,Portuguese Restaurant,55
Manifest,8.9,83,0.9834944321971624,419,5,"Breakfast Spot, Coffee Shop, Cocktail Bar",55
Xenu,7.5,30,0.9222062065457012,327,4,Portuguese Restaurant,55
Capitólio,7.9,15,0.9721044598948618,384,4,Music Venue,55
Sr. Lisboa,8.0,73,0.9692357696003617,389,5,Portuguese Restaurant,55
Delta The Coffee House Experience,7.6,47,0.9951952970436946,354,4,"Café, Coffee Roaster, Coffee Shop",55
Restaurante O Marquês,8.2,17,0.7892857142857143,230,4,Portuguese Restaurant,56
Marisqueira Gaivota,7.8,12,0.03214285714285714,244,3,"Seafood Restaurant, Café",56
Mercado da Pontinha,N/A,{},0.9743005796286319,118,2,Flea Market,56
Velho Mirante,7.8,13,0.9343734102085807,372,5,Portuguese Restaurant,56
Novo Edmundo,7.7,55,0.9678571428571429,409,4,Restaurant,56
Teatro Armando Cortez,8.4,44,0.9324797919846249,466,4,Theater,56
Restaurante Caçarola,7.4,12,0.9964285714285714,379,4,Restaurant,56
O Pratão,N/A,{},0.8723503476343903,205,3,Mediterranean Restaurant,56
Churrasqueira da Pontinha,7.5,13,0.9857142857142858,438,4,BBQ Joint,56
Lidl,6.0,28,0.9539172460573173,292,5,"Grocery Store, Convenience Store",56
Mjp Clínica Médica,N/A,{},0.31785714285714284,254,2,Medical Center,56
Casa do Artista,7.0,19,0.942428353400034,452,4,Theater,56
Tasquíssima,7.9,30,0.5007772313605788,575,3,Comfort Food Restaurant,56
Urbanização do Falcão,N/A,{},0.9892857142857143,292,3,Structure,56
Padaria Figueiras,N/A,{},0.2785714285714286,293,3,"Bakery, Coffee Shop",56
"Pastelaria ""O Desejo""",N/A,{},0.95,310,3,"Café, Snack Place, Coffee Shop",56
Paço de Carnide,8.2,124,0.9000621785088463,669,5,Portuguese Restaurant,56
Centro de Formação Profissional Sector Alimentar,N/A,{},0.425,350,4,Education,56
Bar,N/A,{},0.4384715392007235,362,3,Bar,56
Vermelho Escalarte - Pastelaria,N/A,{},0.4392857142857143,368,2,Café,56
CTT (EC Pontinha),N/A,{},0.7785714285714286,375,3,"Post Office, Office Supply Store",56
O Escondidinho,8.2,24,0.9729523486518569,715,5,Portuguese Restaurant,56
Carvoeiro de Palma,7.8,32,0.9433751625120118,703,2,Restaurant,56
Churrasqueira Don Galo,N/A,{},0.925,414,3,BBQ Joint,56
Coreto das Gravatas,7.7,39,0.5745718161777175,703,5,Portuguese Restaurant,56
Adega das Gravatas,8.8,459,0.9483635746989995,800,5,Portuguese Restaurant,56
O Miudinho,8.0,31,0.8683511389972303,779,5,Restaurant,56
Pastelaria Bruna & Mariana,N/A,{},0.6571428571428571,449,2,Breakfast Spot,56
Déjà Vu,7.0,17,0.7062772030976202,654,3,Coffee Shop,56
Largo do Coreto de Carnide,7.5,16,0.8919365779209768,740,3,Historic and Protected Site,56
Centro de Saude da Pontinha,N/A,{},0.7035714285714286,465,2,Doctor's Office,56
Santa Cruz,N/A,{},0.5642857142857143,468,4,Portuguese Restaurant,56
Rua Eduardo Viana,N/A,{},0.19303600700921372,479,3,Landmarks and Outdoors,56
Os Piodenses,7.5,10,0.25821038946356906,770,3,Restaurant,56
Jardim Interior - Hospital da Luz,7.5,15,0.8757277711830874,799,4,"Sculpture Garden, Garden",56
Centro Paroquial De Carnide,N/A,{},0.6110592956870725,549,4,Church,56
Koala,7.2,15,0.9600785710248149,806,4,Coffee Shop,56
Academia dos Grelhados,6.8,11,0.9097139788593069,742,4,BBQ Joint,56
Adega de Carnide,7.1,39,0.9082725679724154,796,5,Portuguese Restaurant,56
